iter	Passed	Remaining
287	3375	14205
288	3385	14186
289	3395	14168
290	3406	14151
291	3415	14130
292	3425	14109
293	3435	14090
294	3445	14074
295	3456	14057
296	3465	14038
297	3475	14018
298	3485	14000
299	3495	13980
300	3504	13961
301	3514	13943
302	3525	13926
303	3534	13906
304	3544	13885
305	3554	13867
306	3564	13849
307	3573	13829
308	3583	13811
309	3593	13793
310	3603	13777
311	3613	13759
312	3623	13739
313	3633	13722
314	3642	13704
315	3652	13687
316	3662	13669
317	3672	13650
318	3682	13633
319	3692	13614
320	3701	13597
321	3711	13578
322	3721	13559
323	3731	13542
324	3740	13523
325	3750	13507
326	3760	13490
327	3770	13472
328	3780	13456
329	3790	13439
330	3800	13422
331	3810	13406
332	3820	13388
333	3830	13371
334	3840	13354
335	3849	13336
336	3859	13320
337	3869	13301
338	3879	13285
339	3888	13266
340	3898	13249
341	3909	13236
342	3919	13219
343	3928	13203
344	3939	13187
345	3949	13172
346	3959	13156
347	3969	13139
348	3978	13122
349	3988	13104
350	3998	13088
351	4008	13071
352	4017	13055
353	4028	13040
354	4038	13024
355	4048	13010
356	4059	12995
357	4068	12979
358	4078	12963
359	4088	12946
360	4098	12932
361	4110	12922
362	4122	12911
363	4136	12910
364	4148	12901
365	4163	12899
366	4177	12897
367	4190	12889
368	4201	12878
369	4212	12864
370	4223	12852
371	4233	12837
372	4244	12823
373	4254	12808
374	4264	12793
375	4274	12778
376	4284	12762
377	4294	12748
378	4305	12734
379	4315	12718
380	4326	12705
381	4337	12694
382	4348	12683
383	4360	12672
384	4372	12662
385	4383	12650
386	4395	12640
387	4406	12627
388	4416	12614
389	4428	12603
390	4441	12597
391	4453	12588
392	4464	12575
393	4475	12564
394	4488	12555
395	4499	12543
396	4512	12535
397	4524	12526
398	4536	12518
399	4547	12504
400	4558	12492
401	4569	12482
402	4580	12468
403	4593	12461
404	4605	12452
405	4617	12442
406	4627	12427
407	4639	12417
408	4650	12404
409	4660	12390
410	4670	12376
411	4682	12364
412	4693	12352
413	4705	12343
414	4715	12328
415	4725	12313
416	4736	12300
417	4745	12284
418	4755	12270
419	4766	12256
420	4775	12240
421	4786	12226
422	4796	12211
423	4805	12196
424	4816	12182
425	4826	12168
426	4836	12154
427	4847	12141
428	4857	12125
429	4867	12110
430	4876	12095
431	4887	12082
432	4897	12068
433	4907	12053
434	4917	12038
435	4926	12022
436	4937	12009
437	4947	11995
438	4957	11980
439	4966	11965
440	4976	11950
441	4986	11936
442	4998	11925
443	5007	11909
444	5018	11897
445	5032	11892
446	5042	11877
447	5055	11871
448	5068	11863
449	5081	11857
450	5095	11852
451	5108	11844
452	5121	11837
453	5135	11832
454	5149	11826
455	5163	11820
456	5174	11809
457	5187	11802
458	5201	11797
459	5215	11791
460	5229	11786
461	5243	11779
462	5255	11770
463	5268	11762
464	5281	11756
465	5295	11749
466	5306	11738
467	5318	11728
468	5330	11717
469	5339	11702
470	5353	11695
471	5366	11687
472	5378	11677
473	5387	11662
474	5398	11650
475	5409	11637
476	5419	11622
477	5430	11609
478	5441	11599
479	5451	11584
480	5462	11571
481	5471	11556
482	5482	11543
483	5492	11530
484	5503	11517
485	5513	11504
486	5524	11490
487	5533	11476
488	5545	11465
489	5557	11455
490	5568	11442
491	5580	11432
492	5592	11422
493	5602	11408
494	5613	11396
495	5625	11387
496	5635	11373
497	5647	11363
498	5658	11351
499	5668	11337
500	5679	11324
501	5689	11311
502	5699	11296
503	5710	11284
504	5720	11271
505	5730	11257
506	5741	11245
507	5751	11230
508	5762	11218
509	5773	11207
510	5783	11193
511	5793	11180
512	5804	11167
513	5814	11153
514	5824	11140
515	5834	11125
516	5845	11113
517	5856	11101
518	5865	11087
519	5876	11074
520	5887	11063
521	5898	11052
522	5911	11043
523	5924	11035
524	5938	11028
525	5950	11018
526	5963	11010
527	5976	11002
528	5989	10994
529	6003	10987
530	6015	10977
531	6028	10970
532	6041	10961
533	6055	10954
534	6065	10941
535	6077	10930
536	6089	10920
537	6099	10907
538	6110	10894
539	6121	10882
540	6131	10868
541	6142	10856
542	6153	10844
543	6162	10830
544	6173	10817
545	6184	10805
546	6193	10791
547	6204	10778
548	6214	10764
549	6225	10753
550	6236	10741
551	6248	10731
552	6260	10721
553	6271	10708
554	6281	10696
555	6291	10682
556	6302	10670
557	6312	10656
558	6323	10644
559	6334	10632
560	6343	10618
561	6354	10605
562	6365	10593
563	6376	10582
564	6389	10573
565	6401	10564
566	6412	10551
567	6426	10545
568	6439	10536
569	6452	10528
570	6466	10520
571	6478	10509
572	6492	10502
573	6505	10494
574	6518	10486
575	6532	10479
576	6543	10467
577	6555	10457
578	6567	10447
579	6580	10438
580	6592	10427
581	6605	10418
582	6618	10409
583	6632	10402
584	6644	10392
585	6656	10382
586	6669	10372
587	6682	10364
588	6695	10355
589	6707	10345
590	6720	10335
591	6732	10326
592	6745	10316
593	6755	10304
594	6766	10292
595	6778	10281
596	6788	10268
597	6800	10256
598	6811	10245
599	6821	10232
600	6833	10221
601	6845	10211
602	6855	10198
603	6868	10188
604	6881	10179
605	6894	10171
606	6906	10160
607	6963	10216
608	6985	10219
609	6997	10209
610	7009	10198
611	7020	10186
612	7032	10175
613	7043	10163
614	7052	10149
615	7063	10136
616	7074	10125
617	7084	10111
618	7094	10097
619	7105	10084
620	7116	10073
621	7127	10060
622	7136	10046
623	7147	10034
624	7158	10021
625	7168	10007
626	7178	9994
627	7188	9981
628	7198	9967
629	7209	9955
630	7219	9942
631	7229	9928
632	7239	9915
633	7248	9901
634	7259	9888
635	7268	9874
636	7278	9861
637	7288	9847
638	7298	9834
639	7308	9820
640	7318	9807
641	7328	9794
642	7338	9781
643	7348	9767
644	7358	9754
645	7368	9741
646	7378	9727
647	7389	9715
648	7399	9702
649	7410	9690
650	7421	9678
651	7432	9666
652	7442	9653
653	7452	9640
654	7463	9628
655	7473	9615
656	7482	9601
657	7493	9588
658	7503	9575
659	7513	9563
660	7524	9550
661	7534	9537
662	7544	9524
663	7555	9512
664	7565	9498
665	7575	9486
666	7586	9474
667	7596	9461
668	7606	9448
669	7616	9435
670	7626	9422
671	7636	9408
672	7645	9395
673	7655	9382
674	7665	9368
675	7675	9355
676	7685	9342
677	7695	9329
678	7704	9316
679	7715	9303
680	7725	9290
681	7735	9278
682	7745	9264
683	7755	9251
684	7765	9238
685	7774	9225
686	7785	9212
687	7794	9199
688	7804	9186
689	7814	9173
690	7824	9160
691	7835	9148
692	7844	9135
693	7855	9122
694	7864	9109
695	7874	9096
696	7884	9083
697	7893	9069
698	7903	9056
699	7914	9044
700	7923	9031
701	7934	9019
702	7943	9005
703	7954	8994
704	7966	8983
705	7976	8970
706	7989	8961
707	8002	8951
708	8015	8942
709	8027	8931
710	8040	8922
711	8053	8913
712	8067	8904
713	8080	8895
714	8092	8884
715	8104	8873
716	8115	8862
717	8125	8849
718	8136	8838
719	8147	8826
720	8157	8813
721	8168	8802
722	8179	8790
723	8189	8778
724	8200	8766
725	8211	8754
726	8221	8741
727	8231	8729
728	8241	8716
729	8252	8704
730	8263	8693
731	8273	8679
732	8284	8668
733	8295	8656
734	8305	8644
735	8316	8632
736	8327	8620
737	8337	8608
738	8348	8597
739	8358	8583
740	8368	8571
741	8378	8559
742	8387	8545
743	8398	8533
744	8409	8521
745	8419	8510
746	8429	8497
747	8439	8484
748	8449	8471
749	8459	8459
750	8468	8446
751	8478	8433
752	8487	8420
753	8497	8407
754	8507	8395
755	8517	8382
756	8526	8369
757	8536	8356
758	8546	8343
759	8555	8330
760	8565	8318
761	8575	8305
762	8585	8292
763	8595	8280
764	8605	8268
765	8615	8255
766	8625	8242
767	8634	8229
768	8644	8217
769	8654	8204
770	8664	8192
771	8674	8179
772	8683	8166
773	8694	8154
774	8704	8143
775	8714	8130
776	8724	8117
777	8734	8105
778	8744	8093
779	8754	8081
780	8764	8068
781	8774	8056
782	8783	8043
783	8794	8031
784	8804	8019
785	8813	8006
786	8823	7994
787	8833	7981
788	8843	7969
789	8853	7956
790	8862	7943
791	8873	7931
792	8882	7919
793	8892	7906
794	8902	7894
795	8911	7881
796	8921	7869
797	8930	7856
798	8940	7844
799	8950	7831
800	8959	7818
801	8970	7807
802	8979	7794
803	8990	7782
804	9000	7770
805	9009	7757
806	9019	7745
807	9028	7732
808	9038	7720
809	9049	7708
810	9058	7696
811	9068	7683
812	9077	7671
813	9087	7658
814	9097	7645
815	9107	7634
816	9117	7621
817	9126	7609
818	9136	7597
819	9146	7584
820	9156	7572
821	9165	7560
822	9175	7547
823	9186	7536
824	9196	7524
825	9205	7511
826	9215	7499
827	9224	7486
828	9235	7474
829	9244	7462
830	9254	7450
831	9264	7437
832	9273	7425
833	9283	7413
834	9292	7400
835	9302	7388
836	9312	7376
837	9323	7364
838	9333	7353
839	9342	7340
840	9352	7328
841	9362	7316
842	9372	7304
843	9382	7292
844	9391	7280
845	9402	7268
846	9412	7256
847	9424	7246
848	9435	7235
849	9446	7223
850	9455	7211
851	9465	7199
852	9475	7186
853	9485	7175
854	9495	7163
855	9505	7151
856	9515	7139
857	9524	7127
858	9535	7115
859	9545	7103
860	9555	7091
861	9565	7079
862	9575	7067
863	9585	7056
864	9595	7044
865	9604	7031
866	9614	7019
867	9623	7006
868	9633	6995
869	9643	6983
870	9653	6971
871	9662	6959
872	9672	6946
873	9682	6934
874	9691	6922
875	9701	6910
876	9711	6898
877	9720	6886
878	9730	6874
879	9740	6862
880	9750	6850
881	9759	6838
882	9768	6826
883	9779	6814
884	9788	6802
885	9798	6790
886	9808	6778
887	9818	6766
888	9828	6755
889	9838	6742
890	9847	6731
891	9857	6718
892	9866	6706
893	9876	6695
894	9886	6682
895	9896	6671
896	9906	6659
897	9915	6647
898	9925	6635
899	9935	6623
900	9944	6611
901	9956	6600
902	9966	6588
903	9976	6577
904	9986	6565
905	9996	6554
906	10006	6542
907	10016	6530
908	10026	6519
909	10037	6507
910	10047	6496
911	10057	6484
912	10067	6472
913	10077	6461
914	10086	6449
915	10097	6437
916	10107	6425
917	10116	6413
918	10127	6402
919	10136	6390
920	10147	6379
921	10157	6367
922	10166	6355
923	10177	6344
924	10187	6332
925	10196	6320
926	10206	6309
927	10216	6297
928	10226	6285
929	10235	6273
930	10245	6261
931	10255	6250
932	10265	6238
933	10275	6226
934	10284	6214
935	10294	6203
936	10304	6191
937	10314	6179
938	10324	6168
939	10333	6156
940	10344	6144
941	10353	6133
942	10362	6120
943	10372	6109
944	10382	6097
945	10392	6086
946	10402	6074
947	10411	6062
948	10421	6051
949	10431	6039
950	10441	6027
951	10452	6016
952	10462	6004
953	10472	5993
954	10481	5981
955	10491	5969
956	10500	5958
957	10510	5946
958	10521	5935
959	10530	5923
960	10540	5912
961	10550	5900
962	10559	5888
963	10570	5877
964	10579	5865
965	10589	5853
966	10599	5842
967	10608	5830
968	10618	5818
969	10627	5806
970	10637	5795
971	10647	5783
972	10657	5772
973	10668	5761
974	10678	5749
975	10688	5738
976	10698	5726
977	10708	5715
978	10718	5704
979	10728	5692
980	10738	5681
981	10748	5669
982	10757	5657
983	10768	5646
984	10777	5635
985	10788	5624
986	10798	5612
987	10808	5600
988	10818	5589
989	10827	5577
990	10837	5566
991	10847	5555
992	10856	5543
993	10867	5531
994	10876	5520
995	10886	5508
996	10895	5497
997	10905	5485
998	10915	5474
999	10925	5462
1000	10935	5451
1001	10945	5439
1002	10954	5428
1003	10965	5417
1004	10974	5405
1005	10984	5393
1006	10993	5382
1007	11003	5370
1008	11013	5359
1009	11023	5348
1010	11033	5336
1011	11042	5324
1012	11052	5313
1013	11062	5301
1014	11071	5290
1015	11081	5278
1016	11090	5267
1017	11099	5255
1018	11110	5244
1019	11119	5232
1020	11129	5221
1021	11139	5209
1022	11148	5198
1023	11158	5186
1024	11168	5175
1025	11178	5164
1026	11187	5152
1027	11197	5141
1028	11206	5129
1029	11216	5118
1030	11225	5106
1031	11235	5095
1032	11245	5083
1033	11255	5072
1034	11265	5061
1035	11275	5050
1036	11284	5038
1037	11294	5027
1038	11304	5015
1039	11314	5004
1040	11324	4993
1041	11333	4981
1042	11343	4970
1043	11353	4958
1044	11363	4947
1045	11373	4936
1046	11383	4925
1047	11393	4914
1048	11403	4902
1049	11413	4891
1050	11423	4880
1051	11432	4868
1052	11443	4857
1053	11453	4846
1054	11465	4835
1055	11475	4824
1056	11484	4813
1057	11494	4802
1058	11504	4790
1059	11515	4779
1060	11525	4768
1061	11535	4757
1062	11545	4746
1063	11555	4735
1064	11564	4723
1065	11575	4712
1066	11584	4701
1067	11594	4690
1068	11604	4678
1069	11613	4667
1070	11623	4655
1071	11633	4644
1072	11643	4633
1073	11653	4622
1074	11663	4611
1075	11672	4599
1076	11682	4588
1077	11691	4576
1078	11700	4565
1079	11710	4554
1080	11720	4542
1081	11729	4531
1082	11739	4520
1083	11748	4508
1084	11759	4497
1085	11769	4486
1086	11778	4475
1087	11787	4463
1088	11796	4452
1089	11806	4441
1090	11815	4429
1091	11825	4418
1092	11835	4407
1093	11844	4395
1094	11854	4384
1095	11864	4373
1096	11873	4362
1097	11884	4351
1098	11893	4339
1099	11903	4328
1100	11913	4317
1101	11923	4306
1102	11933	4295
1103	11942	4283
1104	11952	4272
1105	11962	4261
1106	11972	4250
1107	11981	4238
1108	11991	4227
1109	12000	4216
1110	12011	4205
1111	12020	4194
1112	12030	4183
1113	12040	4171
1114	12050	4160
1115	12060	4149
1116	12070	4138
1117	12079	4127
1118	12089	4116
1119	12099	4105
1120	12109	4094
1121	12119	4083
1122	12128	4071
1123	12139	4060
1124	12149	4049
1125	12159	4038
1126	12169	4027
1127	12179	4016
1128	12189	4005
1129	12200	3994
1130	12209	3983
1131	12219	3972
1132	12229	3961
1133	12238	3950
1134	12249	3939
1135	12258	3927
1136	12268	3916
1137	12277	3905
1138	12287	3894
1139	12297	3883
1140	12307	3872
1141	12317	3861
1142	12326	3849
1143	12336	3838
1144	12346	3827
1145	12355	3816
1146	12365	3805
1147	12375	3794
1148	12384	3783
1149	12394	3772
1150	12404	3761
1151	12413	3750
1152	12423	3738
1153	12432	3727
1154	12442	3716
1155	12452	3705
1156	12462	3694
1157	12472	3683
1158	12483	3672
1159	12492	3661
1160	12502	3650
1161	12512	3639
1162	12521	3628
1163	12531	3617
1164	12540	3606
1165	12551	3595
1166	12561	3584
1167	12570	3573
1168	12579	3561
1169	12589	3550
1170	12599	3539
1171	12608	3528
1172	12618	3517
1173	12627	3506
1174	12637	3495
1175	12647	3484
1176	12658	3473
1177	12667	3462
1178	12677	3451
1179	12687	3440
1180	12697	3429
1181	12707	3418
1182	12717	3407
1183	12727	3396
1184	12737	3385
1185	12747	3374
1186	12757	3364
1187	12766	3352
1188	12777	3342
1189	12787	3331
1190	12798	3320
1191	12807	3309
1192	12817	3298
1193	12827	3287
1194	12836	3276
1195	12848	3265
1196	12858	3254
1197	12868	3243
1198	12878	3233
1199	12887	3221
1200	12898	3211
1201	12907	3200
1202	12917	3189
1203	12927	3178
1204	12937	3167
1205	12947	3156
1206	12956	3145
1207	12966	3134
1208	12976	3123
1209	12986	3112
1210	12996	3101
1211	13006	3090
1212	13015	3079
1213	13025	3068
1214	13034	3057
1215	13045	3046
1216	13055	3035
1217	13064	3024
1218	13074	3013
1219	13083	3002
1220	13093	2991
1221	13103	2980
1222	13113	2970
1223	13123	2959
1224	13132	2948
1225	13142	2937
1226	13152	2926
1227	13161	2915
1228	13171	2904
1229	13180	2893
1230	13190	2882
1231	13200	2871
1232	13209	2860
1233	13219	2849
1234	13228	2838
1235	13238	2827
1236	13249	2816
1237	13259	2806
1238	13268	2795
1239	13278	2784
1240	13288	2773
1241	13297	2762
1242	13307	2751
1243	13316	2740
1244	13326	2729
1245	13336	2718
1246	13345	2707
1247	13355	2696
1248	13364	2685
1249	13374	2674
1250	13385	2664
1251	13394	2653
1252	13405	2642
1253	13414	2631
1254	13424	2620
1255	13434	2609
1256	13443	2598
1257	13453	2588
1258	13463	2577
1259	13473	2566
1260	13485	2555
1261	13496	2545
1262	13506	2534
1263	13516	2523
1264	13525	2512
1265	13537	2502
1266	13546	2491
1267	13556	2480
1268	13566	2469
1269	13576	2458
1270	13586	2447
1271	13595	2437
1272	13605	2426
1273	13616	2415
1274	13625	2404
1275	13636	2393
1276	13646	2383
1277	13655	2372
1278	13666	2361
1279	13675	2350
1280	13685	2339
1281	13695	2328
1282	13704	2317
1283	13714	2307
1284	13723	2296
1285	13733	2285
1286	13744	2274
1287	13753	2263
1288	13763	2253
1289	13772	2242
1290	13783	2231
1291	13792	2220
1292	13802	2209
1293	13812	2198
1294	13821	2187
1295	13831	2177
1296	13840	2166
1297	13850	2155
1298	13860	2144
1299	13869	2133
1300	13879	2123
1301	13888	2112
1302	13899	2101
1303	13911	2090
1304	13922	2080
1305	13933	2069
1306	13943	2059
1307	13953	2048
1308	13964	2037
1309	13974	2026
1310	13986	2016
1311	13996	2005
1312	14006	1994
1313	14017	1984
1314	14028	1973
1315	14039	1962
1316	14050	1952
1317	14060	1941
1318	14071	1930
1319	14082	1920
1320	14095	1910
1321	14107	1899
1322	14117	1888
1323	14129	1878
1324	14139	1867
1325	14151	1856
1326	14162	1846
1327	14173	1835
1328	14184	1825
1329	14195	1814
1330	14206	1803
1331	14216	1793
1332	14227	1782
1333	14237	1771
1334	14248	1761
1335	14260	1750
1336	14270	1739
1337	14282	1729
1338	14294	1718
1339	14307	1708
1340	14317	1697
1341	14328	1687
1342	14339	1676
1343	14349	1665
1344	14360	1654
1345	14371	1644
1346	14381	1633
1347	14392	1622
1348	14402	1612
1349	14412	1601
1350	14423	1590
1351	14433	1579
1352	14444	1569
1353	14454	1558
1354	14464	1547
1355	14475	1537
1356	14484	1526
1357	14494	1515
1358	14505	1505
1359	14515	1494
1360	14525	1483
1361	14535	1472
1362	14545	1461
1363	14555	1451
1364	14564	1440
1365	14574	1429
1366	14584	1418
1367	14594	1408
1368	14604	1397
1369	14613	1386
1370	14624	1376
1371	14634	1365
1372	14643	1354
1373	14653	1343
1374	14663	1333
1375	14673	1322
1376	14682	1311
1377	14692	1300
1378	14703	1290
1379	14713	1279
1380	14723	1268
1381	14733	1258
1382	14743	1247
1383	14753	1236
1384	14762	1225
1385	14772	1215
1386	14781	1204
1387	14791	1193
1388	14801	1182
1389	14810	1172
1390	14821	1161
1391	14832	1150
1392	14841	1140
1393	14852	1129
1394	14861	1118
1395	14872	1107
1396	14882	1097
1397	14891	1086
1398	14902	1075
1399	14912	1065
1400	14922	1054
1401	14933	1043
1402	14943	1033
1403	14953	1022
1404	14964	1011
1405	14974	1001
1406	14986	990
1407	14997	979
1408	15007	969
1409	15019	958
1410	15031	948
1411	15041	937
1412	15053	926
1413	15064	916
1414	15075	905
1415	15086	894
1416	15098	884
1417	15108	873
1418	15120	863
1419	15131	852
1420	15143	841
1421	15155	831
1422	15166	820
1423	15177	810
1424	15188	799
1425	15199	788
1426	15210	778
1427	15221	767
1428	15233	756
1429	15244	746
1430	15255	735
1431	15267	724
1432	15278	714
1433	15289	703
1434	15300	693
1435	15312	682
1436	15322	671
1437	15334	661
1438	15345	650
1439	15356	639
1440	15368	629
1441	15379	618
1442	15389	607
1443	15400	597
1444	15410	586
1445	15420	575
1446	15430	565
1447	15440	554
1448	15450	543
1449	15460	533
1450	15470	522
1451	15480	511
1452	15490	501
1453	15500	490
1454	15511	479
1455	15521	469
1456	15532	458
1457	15542	447
1458	15552	437
1459	15562	426
1460	15571	415
1461	15581	404
1462	15591	394
1463	15601	383
1464	15611	372
1465	15622	362
1466	15632	351
1467	15642	340
1468	15652	330
1469	15662	319
1470	15672	308
1471	15681	298
1472	15691	287
1473	15701	276
1474	15711	266
1475	15721	255
1476	15730	244
1477	15740	234
1478	15750	223
1479	15760	212
1480	15770	202
1481	15780	191
1482	15790	181
1483	15799	170
1484	15809	159
1485	15818	149
1486	15828	138
1487	15838	127
1488	15847	117
1489	15857	106
1490	15867	95
1491	15876	85
1492	15887	74
1493	15897	63
1494	15907	53
1495	15917	42
1496	15927	31
1497	15937	21
1498	15946	10
1499	15957	0
